best_acc,best_loss,best_epoch,train_loss,train_lm loss,train_acc,train_length,val_loss,val_lm loss,val_acc,val_length,current_epoch
0.8368000088691712,0.7107154130935669,0,0.710114061832428,0.0,0.8374666785558065,3.4903666973114014,0.7107154130935669,0.0,0.8368000088691712,3.4961998462677,0
0.8386000116348267,0.7094499468803406,1,0.7102966904640198,0.0,0.8373666783809662,3.497133255004883,0.7094499468803406,0.0,0.8386000116348267,3.5005998611450195,1
0.8386000116348267,0.7094499468803406,1,0.7128897905349731,0.0,0.8343333451112112,3.490800142288208,0.7133113145828247,0.0,0.8346000109672547,3.5003998279571533,2
0.8386000116348267,0.7094499468803406,1,0.7109329104423523,0.0,0.836466677570343,3.495966672897339,0.7111124992370605,0.0,0.8370000128746032,3.5025999546051025,3
0.8386000116348267,0.7094499468803406,1,0.7107985615730286,0.0,0.8366666783968607,3.497333288192749,0.7119489908218384,0.0,0.8360000099182129,3.496799945831299,4
0.8388000095367432,0.7093016505241394,5,0.7118367552757263,0.0,0.8354333446661631,3.493666648864746,0.7093016505241394,0.0,0.8388000095367432,3.501999855041504,5
0.8388000095367432,0.7093016505241394,5,0.7113329768180847,0.0,0.8360666781584422,3.499799966812134,0.7096183896064758,0.0,0.8378000136375428,3.4933998584747314,6
0.8388000095367432,0.7093016505241394,5,0.7108673453330994,0.0,0.8368666780630748,3.491466760635376,0.711979329586029,0.0,0.836400013256073,3.495800018310547,7
0.8388000095367432,0.7093016505241394,5,0.710275411605835,0.0,0.8374333458423614,3.495633363723755,0.7111340165138245,0.0,0.8368000109672546,3.5065999031066895,8
0.8388000095367432,0.7093016505241394,5,0.7098366022109985,0.0,0.838100012588501,3.4938666820526123,0.711702823638916,0.0,0.836000011920929,3.500199794769287,9
0.8388000095367432,0.7093016505241394,5,0.7110618352890015,0.0,0.836533345858256,3.4984333515167236,0.7114460468292236,0.0,0.8364000109672547,3.495999813079834,10
0.8388000095367432,0.7093016505241394,5,0.7109767198562622,0.0,0.8367000109672547,3.496299982070923,0.712206244468689,0.0,0.8352000114440918,3.5095999240875244,11
0.8388000095367432,0.7093016505241394,5,0.7108723521232605,0.0,0.83663334441185,3.4955334663391113,0.7135091423988342,0.0,0.8338000084877014,3.4965999126434326,12
0.8388000095367432,0.7093016505241394,5,0.7111128568649292,0.0,0.8366666783014933,3.4948999881744385,0.7113031148910522,0.0,0.8366000113487244,3.5025999546051025,13
0.8388000095367432,0.7093016505241394,5,0.7102025747299194,0.0,0.8368000110785166,3.4942333698272705,0.7144624590873718,0.0,0.8338000141143799,3.5025999546051025,14
0.8388000095367432,0.7093016505241394,5,0.7113634943962097,0.0,0.8363666785875956,3.4947333335876465,0.7159572243690491,0.0,0.83200001039505,3.4925999641418457,15
0.8388000095367432,0.7093016505241394,5,0.7116494178771973,0.0,0.8359666770776113,3.4939000606536865,0.7162378430366516,0.0,0.83180001039505,3.495999813079834,16
0.8388000095367432,0.7093016505241394,5,0.7115682363510132,0.0,0.8359333454291026,3.4975333213806152,0.7105348110198975,0.0,0.8372000106811524,3.496799945831299,17
0.8388000095367432,0.7093016505241394,5,0.710271418094635,0.0,0.8373000115235647,3.4953999519348145,0.7114806771278381,0.0,0.8366000096321106,3.4944000244140625,18
0.8388000095367432,0.7093016505241394,5,0.7101871371269226,0.0,0.8373333445549012,3.498833417892456,0.7113407254219055,0.0,0.836600011062622,3.4945998191833496,19
0.8388000095367432,0.7093016505241394,5,0.7122973799705505,0.0,0.8352333452065785,3.4918665885925293,0.7116100788116455,0.0,0.8358000158309936,3.5097999572753906,20
0.8388000095367432,0.7093016505241394,5,0.70958012342453,0.0,0.8381666791598003,3.499000072479248,0.711368978023529,0.0,0.8372000101089477,3.496999979019165,21
0.8388000095367432,0.7093016505241394,5,0.7109923958778381,0.0,0.8368333449204762,3.4921000003814697,0.7102067470550537,0.0,0.8382000081062317,3.5159997940063477,22
0.8388000095367432,0.7093016505241394,5,0.7106453776359558,0.0,0.8367333462079366,3.4982333183288574,0.7116574645042419,0.0,0.8366000113487244,3.500199794769287,23
0.8414000094413757,0.7069785594940186,24,0.7111729979515076,0.0,0.8365333445549011,3.4994001388549805,0.7069785594940186,0.0,0.8414000094413757,3.503000020980835,24
0.8414000094413757,0.7069785594940186,24,0.7099472284317017,0.0,0.8378000104586283,3.4970333576202393,0.7155408263206482,0.0,0.8324000123023987,3.507399797439575,25
0.8414000094413757,0.7069785594940186,24,0.7110996246337891,0.0,0.836866678682963,3.4925668239593506,0.7084329128265381,0.0,0.8394000074386597,3.4986000061035156,26
0.8414000094413757,0.7069785594940186,24,0.7106037139892578,0.0,0.836933344634374,3.493499994277954,0.7093772292137146,0.0,0.8392000114440918,3.5007998943328857,27
0.8414000094413757,0.7069785594940186,24,0.7123311758041382,0.0,0.8352666780471801,3.495800018310547,0.7101166248321533,0.0,0.8382000081062317,3.503000020980835,28
0.8414000094413757,0.7069785594940186,24,0.7122540473937988,0.0,0.8352666785875956,3.4957332611083984,0.7115716338157654,0.0,0.836200007724762,3.5083999633789062,29
0.8414000094413757,0.7069785594940186,24,0.7104333639144897,0.0,0.8374000130812327,3.493333339691162,0.7106677293777466,0.0,0.8372000120162963,3.494799852371216,30
0.8414000094413757,0.7069785594940186,24,0.7108293771743774,0.0,0.8366666781743367,3.4952332973480225,0.7141821980476379,0.0,0.834200011253357,3.4944000244140625,31
0.8414000094413757,0.7069785594940186,24,0.7098182439804077,0.0,0.8380333448251088,3.493833303451538,0.7115594744682312,0.0,0.8364000102996826,3.497799873352051,32
0.8414000094413757,0.7069785594940186,24,0.7111610770225525,0.0,0.8367333455085755,3.4904000759124756,0.7106710076332092,0.0,0.8374000128746033,3.4955999851226807,33
0.8414000094413757,0.7069785594940186,24,0.7093208432197571,0.0,0.8383333450635274,3.490766763687134,0.7142715454101562,0.0,0.8336000141143799,3.5007998943328857,34
0.8414000094413757,0.7069785594940186,24,0.7099712491035461,0.0,0.8377666767756144,3.494800090789795,0.7111778259277344,0.0,0.8366000134468079,3.503000020980835,35
0.8414000094413757,0.7069785594940186,24,0.7097485065460205,0.0,0.8382000124454498,3.4888668060302734,0.7134580016136169,0.0,0.8340000114440917,3.4987998008728027,36
0.8414000094413757,0.7069785594940186,24,0.7106691598892212,0.0,0.8369333444436391,3.4945333003997803,0.7105600833892822,0.0,0.8368000121116638,3.4993999004364014,37
0.8414000094413757,0.7069785594940186,24,0.709016740322113,0.0,0.8384666777769725,3.4930999279022217,0.708953857421875,0.0,0.8386000122070313,3.499799966812134,38
0.8414000094413757,0.7069785594940186,24,0.7109872102737427,0.0,0.8365000106493632,3.4937334060668945,0.7103331089019775,0.0,0.8374000088691711,3.4995999336242676,39
0.8416000108718872,0.7072893977165222,40,0.7094359397888184,0.0,0.8381666784286499,3.4965667724609375,0.7072893977165222,0.0,0.8416000108718872,3.507999897003174,40
0.8416000108718872,0.7072893977165222,40,0.7108020186424255,0.0,0.8367000115712484,3.4920666217803955,0.7110392451286316,0.0,0.8364000123023987,3.4973998069763184,41
